Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs
Gurdurr,https://www.smogon.com/dex/sm/pokemon/gurdurr/,Drain Punch,Mach Punch,Knock Off,Bulk Up,Eviolite,Guts,Adamant,252 HP/44 Atk/212 Def/
Conkeldurr,https://www.smogon.com/dex/sm/pokemon/conkeldurr/,Drain Punch,Mach Punch,Knock Off,Facade,Flame Orb,Guts,Adamant,104 HP/252 Atk/152 Spe/
Tympole,https://www.smogon.com/dex/sm/pokemon/tympole/,Rain Dance,Hydro Pump,Earth Power,Sludge Bomb,Life Orb,Swift Swim,Modest,116 Def/196 SpA/36 SpD/84 Spe/
Palpitoad,https://www.smogon.com/dex/sm/pokemon/palpitoad/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Seismitoad,https://www.smogon.com/dex/sm/pokemon/seismitoad/,Substitute,Toxic,Scald,Earthquake,Leftovers,Water Absorb,Timid,252 HP/24 Def/232 Spe/
Throh,https://www.smogon.com/dex/sm/pokemon/throh/,Bulk Up,Storm Throw,Knock Off,Substitute,Leftovers,Mold Breaker,Impish,128 HP/104 Def/152 SpD/124 Spe/
Sawk,https://www.smogon.com/dex/sm/pokemon/sawk/,Close Combat,Knock Off,Taunt,Earthquake/Poison Jab,Fightinium Z,Sturdy,Jolly,252 Atk/4 Def/252 Spe/
Psyduck,https://www.smogon.com/dex/sm/pokemon/psyduck/,Hydro Pump,Psychic,Ice Beam,Scald/Hidden Power,Choice Scarf,Cloud Nine,Timid,240 SpA/240 Spe/
Sewaddle,https://www.smogon.com/dex/sm/pokemon/sewaddle/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Swadloon,https://www.smogon.com/dex/sm/pokemon/swadloon/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Leavanny,https://www.smogon.com/dex/sm/pokemon/leavanny/,Sticky Web,Leaf Blade,X-Scissor,Magic Coat/Knock Off,Focus Sash,Swarm,Jolly,252 Atk/4 Def/252 Spe/
Venipede,https://www.smogon.com/dex/sm/pokemon/venipede/,Spikes,Toxic Spikes/Solar Beam,Protect,Pin Missile,Eviolite,Speed Boost,Impish,76 Atk/204 Def/36 SpA/44 SpD/148 Spe/
Whirlipede,https://www.smogon.com/dex/sm/pokemon/whirlipede/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Scolipede,https://www.smogon.com/dex/sm/pokemon/scolipede/,Swords Dance,Megahorn,Aqua Tail,Earthquake,Waterium Z,Speed Boost,Jolly,252 Atk/4 Def/252 Spe/
Cottonee,https://www.smogon.com/dex/sm/pokemon/cottonee/,Hidden Power/Giga Drain,Hidden Power/Dazzling Gleam,Knock Off/Encore,Tailwind/Knock Off/Memento,Eviolite,Prankster,Timid,36 HP/40 Def/144 SpA/40 SpD/232 Spe/
Whimsicott,https://www.smogon.com/dex/sm/pokemon/whimsicott/,Moonblast,Energy Ball,Psychic,U-turn,Choice Specs,Infiltrator,Timid,252 SpA/4 SpD/252 Spe/
Petilil,https://www.smogon.com/dex/sm/pokemon/petilil/,Sunny Day,Giga Drain/Solar Beam,Hidden Power,Sleep Powder,Life Orb,Chlorophyll,Timid,36 Def/200 SpA/36 SpD/200 Spe/
Lilligant,https://www.smogon.com/dex/sm/pokemon/lilligant/,Quiver Dance,Hidden Power/Sleep Powder,Energy Ball/Giga Drain,Hyper Beam,Normalium Z,Chlorophyll,Timid,252 SpA/4 SpD/252 Spe/
Golduck,https://www.smogon.com/dex/sm/pokemon/golduck/,Rain Dance,Hydro Pump,Ice Beam,Synchronoise,Waterium Z,Swift Swim,Modest,4 Def/252 SpA/252 Spe/
Basculin,https://www.smogon.com/dex/sm/pokemon/basculin/,Liquidation,Ice Beam,Superpower,Aqua Jet,Life Orb,Adaptability,Naive,29 HP/
Basculin-Blue-Striped,https://www.smogon.com/dex/sm/pokemon/basculin-blue-striped/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Sandile,https://www.smogon.com/dex/sm/pokemon/sandile/,Earthquake,Crunch,Stone Edge/Fire Fang,Stone Edge/Pursuit,Choice Scarf,Moxie,Jolly,180 Atk/76 Def/236 Spe/
Krokorok,https://www.smogon.com/dex/sm/pokemon/krokorok/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Krookodile,https://www.smogon.com/dex/sm/pokemon/krookodile/,Stealth Rock,Knock Off,Earthquake,Pursuit/Taunt,Focus Sash,Intimidate,Jolly,252 Atk/4 Def/252 Spe/
Darumaka,https://www.smogon.com/dex/sm/pokemon/darumaka/,Flare Blitz,U-turn,Superpower,Zen Headbutt/Rock Slide,Choice Scarf,Hustle,Jolly,116 HP/196 Atk/196 Spe/
Darmanitan,https://www.smogon.com/dex/sm/pokemon/darmanitan/,Flare Blitz,U-turn,Earthquake,Fire Punch/Rock Slide,Choice Band,Sheer Force,Jolly,252 Atk/4 SpD/252 Spe/
Maractus,https://www.smogon.com/dex/sm/pokemon/maractus/,Spikes,Endeavor,Energy Ball,Sucker Punch,Focus Sash,Water Absorb,Naive,4 Atk/252 SpA/252 Spe/
Dwebble,https://www.smogon.com/dex/sm/pokemon/dwebble/,Shell Smash,Rock Blast,Earthquake,Aerial Ace/Knock Off/Substitute,Berry Juice,Sturdy,Adamant,236 Atk/236 Spe/
Crustle,https://www.smogon.com/dex/sm/pokemon/crustle/,Stealth Rock,Spikes,Knock Off,Rock Blast/Stone Edge,Custap Berry,Sturdy,Jolly,252 Atk/4 Def/252 Spe/
Scraggy,https://www.smogon.com/dex/sm/pokemon/scraggy/,High Jump Kick,Knock Off,Poison Jab,Zen Headbutt/Drain Punch,Choice Scarf,Moxie,Jolly,36 HP/236 Atk/212 Spe/
Mankey,https://www.smogon.com/dex/sm/pokemon/mankey/,Close Combat,Gunk Shot,U-turn,Earthquake,Choice Scarf,Defiant,Adamant,36 HP/196 Atk/76 Def/196 Spe/
Scrafty,https://www.smogon.com/dex/sm/pokemon/scrafty/,Dragon Dance,Knock Off,High Jump Kick,Drain Punch,Chople Berry,Moxie,Jolly,252 Atk/4 Def/252 Spe/
Sigilyph,https://www.smogon.com/dex/sm/pokemon/sigilyph/,Calm Mind,Air Slash,Roost,Stored Power/Cosmic Power,Flyinium Z,Magic Guard,Timid,252 HP/4 Def/252 Spe/
Yamask,https://www.smogon.com/dex/sm/pokemon/yamask/,Will-O-Wisp,Hex,Knock Off,Toxic Spikes,Eviolite,Mummy,Relaxed,52 HP/36 Atk/156 Def/236 SpD/
Cofagrigus,https://www.smogon.com/dex/sm/pokemon/cofagrigus/,Shadow Ball,Hidden Power,Trick Room,Nasty Plot,Ghostium Z,Mummy,Quiet,0 Spe/
Tirtouga,https://www.smogon.com/dex/sm/pokemon/tirtouga/,Shell Smash,Aqua Jet/Waterfall,Stone Edge,Earthquake/Zen Headbutt,Berry Juice,Sturdy,Jolly,212 Atk/92 Def/180 Spe/
Carracosta,https://www.smogon.com/dex/sm/pokemon/carracosta/,Shell Smash,Stone Edge,Aqua Jet,Ice Beam/Superpower/Hydro Pump,White Herb,Solid Rock,Naughty,252 Atk/4 Def/252 Spe/
Archen,https://www.smogon.com/dex/sm/pokemon/archen/,Defog/Stealth Rock,Rock Slide,Acrobatics,Knock Off/Defog/Earthquake,Berry Juice,Defeatist,Jolly,76 HP/20 Atk/76 Def/76 SpD/196 Spe/
Archeops,https://www.smogon.com/dex/sm/pokemon/archeops/,Head Smash,Stealth Rock,Endeavor,Taunt,Focus Sash,Defeatist,Naive,0 HP/0 Def/0 SpD/
Trubbish,https://www.smogon.com/dex/sm/pokemon/trubbish/,Spikes,Recycle,Gunk Shot,Drain Punch,Berry Juice,Sticky Hold,Jolly,116 HP/36 Atk/100 Def/20 SpD/236 Spe/
Garbodor,https://www.smogon.com/dex/sm/pokemon/garbodor/,Gunk Shot,Spikes,Seed Bomb/Toxic Spikes,Pain Split,Rocky Helmet,Aftermath,Careful,252 HP/228 SpD/28 Spe/
Primeape,https://www.smogon.com/dex/sm/pokemon/primeape/,Close Combat,U-turn,Stone Edge,Seed Bomb/Gunk Shot,Choice Band,Defiant,Jolly,252 Atk/4 Def/252 Spe/
Zorua,https://www.smogon.com/dex/sm/pokemon/zorua/,Dark Pulse/Night Daze,Extrasensory,Knock Off/Nasty Plot,Knock Off/Hidden Power/U-turn,Life Orb,Illusion,Naive,36 Def/196 SpA/36 SpD/236 Spe/
Zoroark,https://www.smogon.com/dex/sm/pokemon/zoroark/,Nasty Plot,Dark Pulse,Focus Blast,Sludge Bomb,Fightinium Z,Illusion,Timid,252 SpA/4 SpD/252 Spe/
Minccino,https://www.smogon.com/dex/sm/pokemon/minccino/,Tail Slap,Knock Off,U-turn/Seed Bomb,Wake-Up Slap/U-turn,Life Orb,Skill Link,Jolly,196 Atk/36 Def/36 SpD/236 Spe/
Cinccino,https://www.smogon.com/dex/sm/pokemon/cinccino/,Tail Slap,Rock Blast,Bullet Seed,U-turn/Knock Off,Choice Band,Skill Link,Jolly,252 Atk/4 Def/252 Spe/
Gothita,https://www.smogon.com/dex/sm/pokemon/gothita/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Gothorita,https://www.smogon.com/dex/sm/pokemon/gothorita/,Charm,Confide,Taunt,Rest,Eviolite,Shadow Tag,Sassy,0 Spe/
Gothitelle,https://www.smogon.com/dex/sm/pokemon/gothitelle/,Confide,Taunt,Rest,Charm,Leftovers,Shadow Tag,Calm,248 HP/8 Def/252 SpD/
Solosis,https://www.smogon.com/dex/sm/pokemon/solosis/,Trick Room,Psychic,Thunder,Hidden Power,Life Orb,Magic Guard,Quiet,1 Atk/30 Def/30 SpA/30 SpD/0 Spe/
Duosion,https://www.smogon.com/dex/sm/pokemon/duosion/,Calm Mind,Psyshock/Psychic,Acid Armor/Signal Beam,Recover,Eviolite,Magic Guard,Bold,252 HP/252 Def/4 SpA/
Reuniclus,https://www.smogon.com/dex/sm/pokemon/reuniclus/,Calm Mind,Acid Armor,Psyshock,Recover,Rocky Helmet,Magic Guard,Bold,252 HP/212 Def/44 Spe/
Growlithe,https://www.smogon.com/dex/sm/pokemon/growlithe/,Will-O-Wisp,Morning Sun,Flare Blitz,Hidden Power/Wild Charge,Eviolite,Intimidate,Impish,76 HP/36 Atk/156 Def/196 SpD/36 Spe/
Ducklett,https://www.smogon.com/dex/sm/pokemon/ducklett/,Air Slash/Hurricane,Scald,Defog,Roost,Eviolite,Hydration,Bold,180 HP/116 Def/4 SpA/196 SpD/
Swanna,https://www.smogon.com/dex/sm/pokemon/swanna/,Mirror Move,Brave Bird,Liquidation,Roost/Aqua Jet,Flyinium Z,Big Pecks,Jolly,252 Atk/4 Def/252 Spe/
Vanillite,https://www.smogon.com/dex/sm/pokemon/vanillite/,Ice Beam,Hidden Power,Explosion,Substitute,Life Orb,Weak Armor,Modest,19 HP/1 Atk/30 Def/30 SpA/30 SpD/30 Spe/
Vanillish,https://www.smogon.com/dex/sm/pokemon/vanillish/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Vanilluxe,https://www.smogon.com/dex/sm/pokemon/vanilluxe/,Blizzard,Freeze-Dry,Ice Shard,Hidden Power/Taunt,Choice Specs,Snow Warning,Hasty,4 Atk/252 SpA/252 Spe/
Deerling,https://www.smogon.com/dex/sm/pokemon/deerling/,Double-Edge/Return,Seed Bomb,Jump Kick,Wild Charge/Substitute,Life Orb,Sap Sipper,Jolly,36 HP/196 Atk/36 Def/236 Spe/
Sawsbuck,https://www.smogon.com/dex/sm/pokemon/sawsbuck/,Horn Leech,Double-Edge,Jump Kick,Swords Dance,Normalium Z,Sap Sipper,Jolly,252 Atk/4 SpD/252 Spe/
Emolga,https://www.smogon.com/dex/sm/pokemon/emolga/,Thunderbolt,U-turn,Taunt/Encore,Knock Off/Roost,Rocky Helmet,Motor Drive,Timid,4 Def/252 SpA/252 Spe/
Karrablast,https://www.smogon.com/dex/sm/pokemon/karrablast/,Megahorn,Knock Off,Drill Run,Pursuit/Poison Jab,Choice Scarf,No Guard,Adamant,236 Atk/76 Def/196 Spe/
Escavalier,https://www.smogon.com/dex/sm/pokemon/escavalier/,Megahorn,Iron Head,Pursuit,Drill Run/Knock Off,Choice Band,Overcoat,Adamant,172 HP/252 Atk/84 Spe/
Arcanine,https://www.smogon.com/dex/sm/pokemon/arcanine/,Flare Blitz,Wild Charge,Extreme Speed,Morning Sun,Life Orb,Flash Fire,Jolly,252 Atk/4 Def/252 Spe/
Foongus,https://www.smogon.com/dex/sm/pokemon/foongus/,Spore,Sludge Bomb,Giga Drain,Hidden Power/Hidden Power/Synthesis,Eviolite,Regenerator,Bold,124 HP/160 Def/160 SpD/
Amoonguss,https://www.smogon.com/dex/sm/pokemon/amoonguss/,Spore,Giga Drain,Hidden Power,Sludge Bomb,Black Sludge,Regenerator,Bold,252 HP/176 Def/80 SpD/
Frillish,https://www.smogon.com/dex/sm/pokemon/frillish/,Water Spout,Hydro Pump/Shadow Ball,Energy Ball/Ice Beam,Trick,Choice Scarf,Water Absorb,Timid,76 HP/236 SpA/196 Spe/
Jellicent,https://www.smogon.com/dex/sm/pokemon/jellicent/,Water Spout,Shadow Ball,Hydro Pump,Trick/Ice Beam,Choice Specs,Water Absorb,Modest,4 Def/252 SpA/252 Spe/
Alomomola,https://www.smogon.com/dex/sm/pokemon/alomomola/,Wish,Protect,Knock Off/Toxic,Knock Off/Scald,Rocky Helmet,Regenerator,Impish,40 HP/252 Def/216 SpD/
Joltik,https://www.smogon.com/dex/sm/pokemon/joltik/,Volt Switch,Thunderbolt,Giga Drain,Bug Buzz,Life Orb,Swarm,Timid,36 Def/220 SpA/236 Spe/
Galvantula,https://www.smogon.com/dex/sm/pokemon/galvantula/,Sticky Web,Thunder,Bug Buzz,Volt Switch,Life Orb,Compound Eyes,Timid,252 SpA/4 SpD/252 Spe/
Ferroseed,https://www.smogon.com/dex/sm/pokemon/ferroseed/,Stealth Rock/Spikes,Leech Seed,Gyro Ball,Protect,Eviolite,Iron Barbs,Relaxed,0 Spe/
Ferrothorn,https://www.smogon.com/dex/sm/pokemon/ferrothorn/,Stealth Rock/Spikes,Leech Seed,Knock Off/Thunder Wave/Gyro Ball,Knock Off/Protect/Power Whip,Leftovers,Iron Barbs,Careful,0 Spe/
Klink,https://www.smogon.com/dex/sm/pokemon/klink/,Shift Gear,Gear Grind,Wild Charge,Return,Eviolite,Clear Body,Adamant,236 Atk/36 Def/116 SpD/116 Spe/
Charizard,https://www.smogon.com/dex/sm/pokemon/charizard/,Swords Dance,Flare Blitz,Dragon Claw,Roost,Charizardite X,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/
Poliwag,https://www.smogon.com/dex/sm/pokemon/poliwag/,Belly Drum,Waterfall,Thief/Hypnosis,Thief/Return,Berry Juice,Water Absorb,Jolly,116 HP/196 Atk/196 Spe/
Klang,https://www.smogon.com/dex/sm/pokemon/klang/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Klinklang,https://www.smogon.com/dex/sm/pokemon/klinklang/,Shift Gear,Gear Grind,Return/Wild Charge,Substitute/Magnet Rise,Electrium Z,Clear Body,Adamant,68 HP/252 Atk/188 Spe/
Tynamo,https://www.smogon.com/dex/sm/pokemon/tynamo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Eelektrik,https://www.smogon.com/dex/sm/pokemon/eelektrik/,Discharge/Wild Charge,U-turn,Rest,Sleep Talk,Eviolite,Levitate,Sassy,252 HP/4 Def/252 SpD/
Eelektross,https://www.smogon.com/dex/sm/pokemon/eelektross/,Volt Switch,Giga Drain,Flamethrower,Drain Punch/Acid Spray/Knock Off,Assault Vest,Levitate,Quiet,252 HP/4 Atk/252 SpA/
Elgyem,https://www.smogon.com/dex/sm/pokemon/elgyem/,Trick Room,Nasty Plot,Psychic,Hidden Power,Eviolite,Analytic,Quiet,0 Spe/
Beheeyem,https://www.smogon.com/dex/sm/pokemon/beheeyem/,Trick Room,Psyshock/Psychic,Shadow Ball,Signal Beam/Hidden Power,Psychium Z,Analytic,Quiet,0 Spe/
Litwick,https://www.smogon.com/dex/sm/pokemon/litwick/,Memento,Trick Room,Pain Split/Fire Blast,Will-O-Wisp,Eviolite,Flame Body,Quiet,0 Spe/
Lampent,https://www.smogon.com/dex/sm/pokemon/lampent/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Chandelure,https://www.smogon.com/dex/sm/pokemon/chandelure/,Shadow Ball,Fire Blast,Trick,Flamethrower/Hidden Power/Memento,Choice Scarf,Flash Fire,Timid,4 Def/252 SpA/252 Spe/
Poliwhirl,https://www.smogon.com/dex/sm/pokemon/poliwhirl/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Axew,https://www.smogon.com/dex/sm/pokemon/axew/,Dragon Dance,Dual Chop/Outrage,Superpower,Poison Jab/Iron Tail,Eviolite,Mold Breaker,Adamant,68 HP/220 Atk/220 Spe/
Fraxure,https://www.smogon.com/dex/sm/pokemon/fraxure/,Swords Dance,Outrage,Stomping Tantrum,Superpower/Iron Tail,Eviolite,Mold Breaker,Jolly,4 HP/252 Atk/252 Spe/
Haxorus,https://www.smogon.com/dex/sm/pokemon/haxorus/,Dragon Dance,Outrage,Earthquake,Poison Jab,Lum Berry,Mold Breaker,Jolly,252 Atk/4 SpD/252 Spe/
Cubchoo,https://www.smogon.com/dex/sm/pokemon/cubchoo/,Ice Punch,Superpower,Play Rough,Surf,Berry Juice,Slush Rush,Naughty,76 HP/196 Atk/36 SpA/196 Spe/
Beartic,https://www.smogon.com/dex/sm/pokemon/beartic/,Icicle Crash,Superpower,Throat Chop/Substitute,Swords Dance,Icium Z,Slush Rush,Adamant,29 HP/
Cryogonal,https://www.smogon.com/dex/sm/pokemon/cryogonal/,Defog/Rapid Spin,Recover,Freeze-Dry/Frost Breath,Toxic/Hidden Power/Hidden Power,Leftovers,Levitate,Timid,0 Atk/
Shelmet,https://www.smogon.com/dex/sm/pokemon/shelmet/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Accelgor,https://www.smogon.com/dex/sm/pokemon/accelgor/,Spikes,Bug Buzz,Focus Blast,Recover,Fightinium Z,Hydration,Timid,252 SpA/4 SpD/252 Spe/
Stunfisk,https://www.smogon.com/dex/sm/pokemon/stunfisk/,Stealth Rock,Discharge,Earth Power,Protect/Toxic,Leftovers,Static,Bold,252 HP/252 Def/4 SpD/
Mienfoo,https://www.smogon.com/dex/sm/pokemon/mienfoo/,Bounce,High Jump Kick,Fake Out,U-turn/Knock Off,Flyinium Z,Reckless,Jolly,156 Atk/116 Def/236 Spe/
Poliwrath,https://www.smogon.com/dex/sm/pokemon/poliwrath/,Circle Throw,Scald,Toxic,Protect,Leftovers,Water Absorb,Bold,252 HP/200 Def/56 Spe/
Mienshao,https://www.smogon.com/dex/sm/pokemon/mienshao/,High Jump Kick,Knock Off,U-turn,Fake Out,Assault Vest,Regenerator,Jolly,100 HP/156 SpD/252 Spe/
Druddigon,https://www.smogon.com/dex/sm/pokemon/druddigon/,Stealth Rock,Outrage,Earthquake,Glare/Taunt,Dragonium Z,Mold Breaker,Adamant,252 Atk/4 Def/252 Spe/
Golett,https://www.smogon.com/dex/sm/pokemon/golett/,Drain Punch,Earthquake,Stealth Rock,Shadow Punch/Ice Punch,Eviolite,Iron Fist,Adamant,44 HP/164 Atk/196 Def/76 Spe/
Golurk,https://www.smogon.com/dex/sm/pokemon/golurk/,Stealth Rock,Earthquake,Shadow Punch,Ice Punch,Colbur Berry,Iron Fist,Jolly,252 Atk/4 Def/252 Spe/
Pawniard,https://www.smogon.com/dex/sm/pokemon/pawniard/,Swords Dance,Knock Off,Sucker Punch,Iron Head,Eviolite,Defiant,Adamant,252 Atk/4 Def/252 Spe/
Bisharp,https://www.smogon.com/dex/sm/pokemon/bisharp/,Pursuit,Knock Off,Iron Head,Sucker Punch,Assault Vest,Defiant,Adamant,188 HP/236 Atk/84 Spe/
Bouffalant,https://www.smogon.com/dex/sm/pokemon/bouffalant/,Head Charge,Earthquake,Pursuit,Facade/Toxic,Choice Band,Reckless,Adamant,252 Atk/4 SpD/252 Spe/
Rufflet,https://www.smogon.com/dex/sm/pokemon/rufflet/,Aerial Ace/Brave Bird,Facade/Superpower,Bulk Up,Roost,Eviolite,Hustle,Impish,116 HP/12 Atk/116 Def/196 SpD/36 Spe/
Braviary,https://www.smogon.com/dex/sm/pokemon/braviary/,Substitute,Bulk Up,Brave Bird,Roost,Leftovers,Defiant,Jolly,252 HP/160 SpD/96 Spe/
Vullaby,https://www.smogon.com/dex/sm/pokemon/vullaby/,Brave Bird,Knock Off,U-turn,Hidden Power/Defog,Choice Scarf,Overcoat,Jolly,30 HP/30 SpA/
Abra,https://www.smogon.com/dex/sm/pokemon/abra/,Psychic,Dazzling Gleam,Energy Ball/Hidden Power/Hidden Power,Substitute,Life Orb,Magic Guard,Timid,240 SpA/200 Spe/
Mandibuzz,https://www.smogon.com/dex/sm/pokemon/mandibuzz/,Defog,U-turn/Taunt,Roost,Knock Off/Foul Play,Rocky Helmet,Overcoat,Careful,248 HP/20 Def/240 SpD/
Heatmor,https://www.smogon.com/dex/sm/pokemon/heatmor/,Fire Lash,Sucker Punch,Giga Drain/Knock Off,Superpower,Life Orb,Flash Fire,Naive,252 Atk/4 SpD/252 Spe/
Durant,https://www.smogon.com/dex/sm/pokemon/durant/,Hone Claws,Iron Head,Superpower,Rock Slide/Crunch,Steelium Z,Hustle,Jolly,4 HP/252 Atk/252 Spe/
Deino,https://www.smogon.com/dex/sm/pokemon/deino/,Outrage,Crunch,Superpower,Zen Headbutt,Choice Scarf,Hustle,Jolly,20 HP/236 Atk/36 SpD/212 Spe/
Zweilous,https://www.smogon.com/dex/sm/pokemon/zweilous/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Hydreigon,https://www.smogon.com/dex/sm/pokemon/hydreigon/,Draco Meteor,Dark Pulse,U-turn/Flash Cannon,U-turn/Fire Blast,Choice Specs,Levitate,Timid,252 SpA/4 SpD/252 Spe/
Larvesta,https://www.smogon.com/dex/sm/pokemon/larvesta/,Flare Blitz,Morning Sun,U-turn,Wild Charge/Will-O-Wisp,Eviolite,Flame Body,Impish,76 HP/236 Def/156 SpD/36 Spe/
Volcarona,https://www.smogon.com/dex/sm/pokemon/volcarona/,Quiver Dance,Flamethrower,Bug Buzz,Roost,Buginium Z,Flame Body,Timid,248 HP/112 Def/148 Spe/
Cobalion,https://www.smogon.com/dex/sm/pokemon/cobalion/,Calm Mind,Flash Cannon,Focus Blast,Volt Switch/Hidden Power,Electrium Z,Justified,Timid,252 SpA/4 SpD/252 Spe/
Terrakion,https://www.smogon.com/dex/sm/pokemon/terrakion/,Close Combat,Stone Edge,Earthquake,Quick Attack/Toxic,Choice Band,Justified,Jolly,252 Atk/4 Def/252 Spe/
Kadabra,https://www.smogon.com/dex/sm/pokemon/kadabra/,Calm Mind,Psyshock/Psychic,Shadow Ball,Dazzling Gleam/Signal Beam,Life Orb,Magic Guard,Timid,252 SpA/4 SpD/252 Spe/
Virizion,https://www.smogon.com/dex/sm/pokemon/virizion/,Swords Dance,Close Combat,Leaf Blade,Stone Edge/Synthesis,Life Orb,Justified,Jolly,252 Atk/4 SpD/252 Spe/
Tornadus,https://www.smogon.com/dex/sm/pokemon/tornadus/,Hurricane,U-turn,Heat Wave/Superpower,Tailwind/Defog,Flyinium Z,Prankster,Timid,4 Atk/252 SpA/252 Spe/
Tornadus-Therian,https://www.smogon.com/dex/sm/pokemon/tornadus-therian/,Hurricane,Heat Wave/Focus Blast/Knock Off,Taunt/U-turn,Defog,Fightinium Z,Regenerator,Timid,128 HP/8 Def/156 SpA/216 Spe/
Thundurus,https://www.smogon.com/dex/sm/pokemon/thundurus/,Nasty Plot,Thunderbolt,Hidden Power,Focus Blast,Fightinium Z,Prankster,Timid,4 Def/252 SpA/252 Spe/
Thundurus-Therian,https://www.smogon.com/dex/sm/pokemon/thundurus-therian/,Nasty Plot,Thunderbolt,Hidden Power,Focus Blast,Fightinium Z,Volt Absorb,Timid,4 Def/252 SpA/252 Spe/
Reshiram,https://www.smogon.com/dex/sm/pokemon/reshiram/,Blue Flare,Draco Meteor,Roost,Stone Edge/Toxic,Life Orb,Turboblaze,Modest,104 HP/252 SpA/152 Spe/
Zekrom,https://www.smogon.com/dex/sm/pokemon/zekrom/,Bolt Strike,Dragon Tail,Toxic,Roost,Leftovers,Teravolt,Impish,252 HP/4 Atk/252 Def/
Landorus,https://www.smogon.com/dex/sm/pokemon/landorus/,Earth Power,Rock Slide,Knock Off/Stealth Rock,Hidden Power,Life Orb,Sheer Force,Naive,4 Atk/252 SpA/252 Spe/
Landorus-Therian,https://www.smogon.com/dex/sm/pokemon/landorus-therian/,Stealth Rock,Earthquake,Hidden Power/Imprison/Rock Tomb,U-turn/Imprison/Explosion,Yache Berry,Intimidate,Jolly,252 Atk/4 SpD/252 Spe/
Kyurem,https://www.smogon.com/dex/sm/pokemon/kyurem/,Substitute,Ice Beam,Earth Power,Roost,Icium Z,Pressure,Timid,56 HP/196 SpA/4 SpD/252 Spe/
Kyurem-Black,https://www.smogon.com/dex/sm/pokemon/kyurem-black/,Freeze Shock,Fusion Bolt,Ice Beam,Hone Claws/Earth Power/Substitute/Roost,Icium Z,Teravolt,Naive,252 Atk/4 SpA/252 Spe/
Kyurem-White,https://www.smogon.com/dex/sm/pokemon/kyurem-white/,Ice Beam,Draco Meteor,Fusion Flare,Earth Power/Roost,Choice Specs,Turboblaze,Modest,252 SpA/4 SpD/252 Spe/
Keldeo,https://www.smogon.com/dex/sm/pokemon/keldeo/,Calm Mind,Hydro Pump/Scald,Secret Sword,Taunt/Substitute,Waterium Z,Justified,Timid,252 SpA/4 SpD/252 Spe/
Keldeo-Resolute,https://www.smogon.com/dex/sm/pokemon/keldeo-resolute/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Meloetta,https://www.smogon.com/dex/sm/pokemon/meloetta/,Celebrate,Psychic,Focus Blast,Shadow Ball/Hyper Voice,Normalium Z,Serene Grace,Timid,252 SpA/4 SpD/252 Spe/
Genesect,https://www.smogon.com/dex/sm/pokemon/genesect/,U-turn,Iron Head,Extreme Speed,Explosion,Choice Band,Download,Hasty,252 Atk/4 SpD/252 Spe/
Genesect-Burn,https://www.smogon.com/dex/sm/pokemon/genesect-burn/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Genesect-Chill,https://www.smogon.com/dex/sm/pokemon/genesect-chill/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Genesect-Douse,https://www.smogon.com/dex/sm/pokemon/genesect-douse/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Genesect-Shock,https://www.smogon.com/dex/sm/pokemon/genesect-shock/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Alakazam,https://www.smogon.com/dex/sm/pokemon/alakazam/,Psychic,Focus Blast,Calm Mind/Shadow Ball,Knock Off/Taunt/Energy Ball/Calm Mind/Recover,Alakazite,Magic Guard,Timid,4 Def/252 SpA/252 Spe/
Chespin,https://www.smogon.com/dex/sm/pokemon/chespin/,Seed Bomb,Zen Headbutt,Synthesis,Rock Slide/Drain Punch/Spikes,Eviolite,Bulletproof,Impish,68 HP/28 Atk/156 Def/236 SpD/
Quilladin,https://www.smogon.com/dex/sm/pokemon/quilladin/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Chesnaught,https://www.smogon.com/dex/sm/pokemon/chesnaught/,Spikes,Roar/Wood Hammer,Drain Punch,Synthesis,Rocky Helmet,Bulletproof,Impish,244 HP/252 Def/12 Spe/
