Name,Type1,Type2,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Abilities,Weight (kg),Height (m)
garganacl,Rock,,100,100,130,45,90,35,"Purifying Salt, Sturdy, Clear Body",240,2.3
charcadet,Fire,,40,50,40,50,40,35,"Flash Fire, Flame Body",10.5,0.6
armarouge,Fire,Psychic,85,60,100,125,80,75,"Flash Fire, Weak Armor",85,1.5
ceruledge,Fire,Ghost,75,125,80,60,100,85,"Flash Fire, Weak Armor",62,1.6
tadbulb,Electric,,61,31,41,59,35,45,"Own Tempo, Static, Damp",0.4,0.3
bellibolt,Electric,,109,64,91,103,83,45,"Electromorphosis, Static, Damp",113,1.2
wattrel,Electric,Flying,40,40,35,55,40,70,"Wind Power, Volt Absorb, Competitive",3.6,0.4
kilowattrel,Electric,Flying,70,70,60,105,60,125,"Wind Power, Volt Absorb, Competitive",38.6,1.4
maschiff,Dark,,60,78,60,40,51,51,"Intimidate, Run Away, Stakeout",16,0.5
mabosstiff,Dark,,80,120,90,60,70,85,"Intimidate, Guard Dog, Stakeout",61,1.1
shroodle,Poison,Normal,40,65,35,40,35,75,"Unburden, Pickpocket, Prankster",0.7,0.2
grafaiai,Poison,Normal,63,95,65,80,72,110,"Unburden, Poison Touch, Prankster",27.2,0.7
bramblin,Grass,Ghost,40,65,30,45,35,60,"Wind Rider, Infiltrator",0.6,0.6
brambleghast,Grass,Ghost,55,115,70,80,70,90,"Wind Rider, Infiltrator",6,1.2
toedscool,Ground,Grass,40,40,35,50,100,70,Mycelium Might,33,0.9
toedscruel,Ground,Grass,80,70,65,80,120,100,Mycelium Might,58,1.9
klawf,Rock,,70,100,115,35,55,75,"Anger Shell, Shell Armor, Regenerator",79,1.3
capsakid,Grass,,50,62,40,62,40,50,"Chlorophyll, Insomnia, Klutz",3,0.3
scovillain,Grass,Fire,65,108,65,108,65,75,"Chlorophyll, Insomnia, Moody",15,0.9
rellor,Bug,,41,50,60,31,58,30,"Compound Eyes, Shed Skin",1,0.2
rabsca,Bug,Psychic,75,50,85,115,100,45,"Synchronize, Telepathy",3.5,0.3
flittle,Psychic,,30,35,30,55,30,75,"Anticipation, Frisk, Speed Boost",1.5,0.2
espathra,Psychic,,95,60,60,101,60,105,"Opportunist, Frisk, Speed Boost",90,1.9
tinkatink,Fairy,Steel,50,45,45,35,64,58,"Mold Breaker, Own Tempo, Pickpocket",8.9,0.4
tinkatuff,Fairy,Steel,65,55,55,45,82,78,"Mold Breaker, Own Tempo, Pickpocket",59.1,0.7
tinkaton,Fairy,Steel,85,75,77,70,105,94,"Mold Breaker, Own Tempo, Pickpocket",112.8,0.7
wiglett,Water,,10,55,25,35,25,95,"Gooey, Rattled, Sand Veil",1.8,1.2
wugtrio,Water,,35,100,50,50,70,120,"Gooey, Rattled, Sand Veil",5.4,1.2
bombirdier,Flying,Dark,70,103,85,60,85,82,"Big Pecks, Keen Eye, Rocky Payload",42.9,1.5
finizen,Water,,70,45,40,45,40,75,Water Veil,60.2,1.3
palafin,Water,,100,70,72,53,62,100,Zero to Hero,60.2,1.3
palafinhero,Water,,100,160,97,106,87,100,Zero to Hero,97.4,1.8
varoom,Steel,Poison,45,70,63,30,45,47,"Overcoat, Slow Start",35,1
revavroom,Steel,Poison,80,119,90,54,67,90,"Overcoat, Filter",120,1.8
cyclizar,Dragon,Normal,70,95,65,85,65,121,"Shed Skin, Regenerator",63,1.6
orthworm,Steel,,70,85,145,60,55,65,"Earth Eater, Sand Veil",310,2.5
glimmet,Rock,Poison,48,35,42,105,60,60,"Toxic Debris, Corrosion",8,0.7
glimmora,Rock,Poison,83,55,90,130,81,86,"Toxic Debris, Corrosion",45,1.5
greavard,Ghost,,50,61,60,30,55,34,"Pickup, Fluffy",35,0.6
houndstone,Ghost,,72,101,100,50,97,68,"Sand Rush, Fluffy",15,2
flamigo,Flying,Fighting,82,115,74,75,64,90,"Scrappy, Tangled Feet, Costar",37,1.6
cetoddle,Ice,,108,68,45,30,40,43,"Thick Fat, Snow Cloak, Sheer Force",45,1.2
cetitan,Ice,,170,113,65,45,55,73,"Thick Fat, Slush Rush, Sheer Force",700,4.5
veluza,Water,Psychic,90,102,73,78,65,70,"Mold Breaker, Sharpness",90,2.5
dondozo,Water,,150,100,115,65,65,35,"Unaware, Oblivious, Water Veil",220,12
tatsugiri,Dragon,Water,68,50,60,120,95,82,"Commander, Storm Drain",8,0.3
annihilape,Fighting,Ghost,110,115,80,50,90,90,"Vital Spirit, Inner Focus, Defiant",56,1.2
clodsire,Poison,Ground,130,75,60,45,100,20,"Poison Point, Water Absorb, Unaware",223,1.8
farigiraf,Normal,Psychic,120,90,70,110,70,60,"Cud Chew, Armor Tail, Sap Sipper",160,3.2
dudunsparce,Normal,,125,100,80,85,75,55,"Serene Grace, Run Away, Rattled",39.2,3.6
dudunsparcethreesegment,Normal,,125,100,80,85,75,55,"Serene Grace, Run Away, Rattled",47.4,4.5
kingambit,Dark,Steel,100,135,120,60,85,50,"Defiant, Supreme Overlord, Pressure",120,2
greattusk,Ground,Fighting,115,131,131,53,53,87,Protosynthesis,320,2.2
screamtail,Fairy,Psychic,115,65,99,65,115,111,Protosynthesis,8,1.2
brutebonnet,Grass,Dark,111,127,99,79,99,55,Protosynthesis,21,1.2
fluttermane,Ghost,Fairy,55,55,55,135,135,135,Protosynthesis,4,1.4
slitherwing,Bug,Fighting,85,135,79,85,105,81,Protosynthesis,92,3.2
sandyshocks,Electric,Ground,85,81,97,121,85,101,Protosynthesis,60,2.3
irontreads,Ground,Steel,90,112,120,72,70,106,Quark Drive,240,0.9
ironbundle,Ice,Water,56,80,114,124,60,136,Quark Drive,11,0.6
ironhands,Fighting,Electric,154,140,108,50,68,50,Quark Drive,380.7,1.8
ironjugulis,Dark,Flying,94,80,86,122,80,108,Quark Drive,111,1.3
ironmoth,Fire,Poison,80,70,60,140,110,110,Quark Drive,36,1.2
ironthorns,Rock,Electric,100,134,110,70,84,72,Quark Drive,303,1.6
frigibax,Dragon,Ice,65,75,45,35,45,55,"Thermal Exchange, Ice Body",17,0.5
arctibax,Dragon,Ice,90,95,66,45,65,62,"Thermal Exchange, Ice Body",30,0.8
baxcalibur,Dragon,Ice,115,145,92,75,86,87,"Thermal Exchange, Ice Body",210,2.1
gimmighoul,Ghost,,45,30,70,75,70,10,Rattled,5,0.3
gimmighoulroaming,Ghost,,45,30,25,75,45,80,Run Away,0.1,0.1
gholdengo,Steel,Ghost,87,60,95,133,91,84,Good as Gold,30,1.2
wochien,Dark,Grass,85,85,100,95,135,70,Tablets of Ruin,74.2,1.5
chienpao,Dark,Ice,80,120,80,90,65,135,Sword of Ruin,152.2,1.9
tinglu,Dark,Ground,155,110,125,55,80,45,Vessel of Ruin,699.7,2.7
chiyu,Dark,Fire,55,80,80,135,120,100,Beads of Ruin,4.9,0.4
roaringmoon,Dragon,Dark,105,139,71,55,101,119,Protosynthesis,380,2
ironvaliant,Fairy,Fighting,74,130,90,120,60,116,Quark Drive,35,1.4
koraidon,Fighting,Dragon,100,135,115,85,100,135,Orichalcum Pulse,303,2.5
miraidon,Electric,Dragon,100,85,100,135,115,135,Hadron Engine,240,3.5
walkingwake,Water,Dragon,99,83,91,125,83,109,Protosynthesis,280,3.5
ironleaves,Grass,Psychic,90,130,88,70,108,104,Quark Drive,125,1.5
dipplin,Grass,Dragon,80,80,110,95,80,40,"Supersweet Syrup, Gluttony, Sticky Hold",4.4,0.4
poltchageist,Grass,Ghost,40,45,45,74,54,50,"Hospitality, Heatproof",1.1,0.1
poltchageistartisan,Grass,Ghost,40,45,45,74,54,50,"Hospitality, Heatproof",1.1,0.1
sinistcha,Grass,Ghost,71,60,106,121,80,70,"Hospitality, Heatproof",2.2,0.2
sinistchamasterpiece,Grass,Ghost,71,60,106,121,80,70,"Hospitality, Heatproof",2.2,0.2
okidogi,Poison,Fighting,88,128,115,58,86,80,"Toxic Chain, Guard Dog",92,1.8
munkidori,Poison,Psychic,88,75,66,130,90,106,"Toxic Chain, Frisk",12.2,1
fezandipiti,Poison,Fairy,88,91,82,70,125,99,"Toxic Chain, Technician",30.1,1.4
ogerpon,Grass,,80,120,84,60,96,110,Defiant,39.8,1.2
ogerponwellspring,Grass,Water,80,120,84,60,96,110,Water Absorb,39.8,1.2
ogerponhearthflame,Grass,Fire,80,120,84,60,96,110,Mold Breaker,39.8,1.2
ogerponcornerstone,Grass,Rock,80,120,84,60,96,110,Sturdy,39.8,1.2
ogerpontealtera,Grass,,80,120,84,60,96,110,Embody Aspect (Teal),39.8,1.2
ogerponwellspringtera,Grass,Water,80,120,84,60,96,110,Embody Aspect (Wellspring),39.8,1.2
ogerponhearthflametera,Grass,Fire,80,120,84,60,96,110,Embody Aspect (Hearthflame),39.8,1.2
ogerponcornerstonetera,Grass,Rock,80,120,84,60,96,110,Embody Aspect (Cornerstone),39.8,1.2
archaludon,Steel,Dragon,90,105,130,125,65,85,"Stamina, Sturdy, Stalwart",60,2
hydrapple,Grass,Dragon,106,80,110,120,80,44,"Supersweet Syrup, Regenerator, Sticky Hold",93,1.8
gougingfire,Fire,Dragon,105,115,121,65,93,91,Protosynthesis,590,3.5
ragingbolt,Electric,Dragon,125,73,91,137,89,75,Protosynthesis,480,5.2
ironboulder,Rock,Psychic,90,120,80,68,108,124,Quark Drive,162.5,1.5
ironcrown,Steel,Psychic,90,72,100,122,108,98,Quark Drive,156,1.6
terapagos,Normal,,90,65,85,65,85,60,Tera Shift,6.5,0.2
terapagosterastal,Normal,,95,95,110,105,110,85,Tera Shell,16,0.3
terapagosstellar,Normal,,160,105,110,130,110,85,Teraform Zero,77,1.7
pecharunt,Poison,Ghost,88,88,160,88,88,88,Poison Puppeteer,0.3,0.3
missingno,Bird,Normal,33,136,0,6,6,29,,1590.8,3
syclar,Ice,Bug,40,76,45,74,39,91,"Compound Eyes, Snow Cloak, Ice Body",4,0.2
syclant,Ice,Bug,70,116,70,114,64,121,"Compound Eyes, Mountaineer, Ice Body",52,1.7
revenankh,Ghost,Fighting,90,105,90,65,110,65,"Air Lock, Triage, Shed Skin",44,1.8
embirch,Fire,Grass,60,40,55,65,40,60,"Reckless, Leaf Guard, Chlorophyll",15,0.6
flarelm,Fire,Grass,90,50,95,75,70,40,"Rock Head, Battle Armor, White Smoke",73,1.4
pyroak,Fire,Grass,120,70,105,70,65,60,"Rock Head, Battle Armor, Contrary",168,2.1
breezi,Poison,Flying,50,46,69,60,50,75,"Unburden, Own Tempo, Frisk",0.6,0.4
fidgit,Poison,Ground,95,76,109,90,80,105,"Persistent, Vital Spirit, Frisk",53,0.9
rebble,Rock,,45,25,65,75,55,80,"Levitate, Solid Rock, Sniper",7,0.3
tactite,Rock,,70,40,65,100,65,95,"Levitate, Technician, Sniper",16,0.6
stratagem,Rock,,90,60,65,120,70,130,"Levitate, Technician, Sniper",45,0.9
privatyke,Water,Fighting,65,75,65,40,60,45,"Unaware, Technician",35,1
arghonaut,Water,Fighting,105,110,95,70,100,75,"Unaware, Technician",151,1.7
kitsunoh,Ghost,Steel,80,117,85,55,80,128,"Frisk, Limber, Trace",51,1.1
cyclohm,Electric,Dragon,108,60,118,112,70,80,"Shield Dust, Static, Damp",59,1.6
colossoil,Ground,Dark,133,122,72,71,72,95,"Rebound, Guts, Unnerve",683.6,2.6
krilowatt,Electric,Water,151,84,73,83,74,105,"Trace, Magic Guard, Minus",10.6,0.7
voodoll,Normal,Dark,55,40,55,75,50,70,"Volt Absorb, Lightning Rod, Cursed Body",25,1
voodoom,Fighting,Dark,90,85,80,130,80,110,"Volt Absorb, Lightning Rod, Cursed Body",75.5,2
scratchet,Normal,Fighting,55,85,80,20,70,40,"Scrappy, Prankster, Vital Spirit",20,0.5
tomohawk,Flying,Fighting,105,60,90,115,80,85,"Intimidate, Prankster, Justified",37.2,1.27
necturine,Grass,Ghost,49,55,60,50,75,51,"Anticipation, Telepathy",1.8,0.3
necturna,Grass,Ghost,64,120,100,85,120,58,"Forewarn, Telepathy",49.6,1.65
mollux,Fire,Poison,95,45,83,131,105,76,"Dry Skin, Illuminate",41,1.2
cupra,Bug,Psychic,50,60,49,67,30,44,"Shield Dust, Keen Eye, Magic Guard",4.8,0.5
argalis,Bug,Psychic,60,90,89,87,40,54,"Shed Skin, Compound Eyes, Overcoat",341.4,1.3
aurumoth,Bug,Psychic,110,120,99,117,60,94,"Weak Armor, No Guard, Light Metal",193,2.1
brattler,Dark,Grass,80,70,40,20,90,30,"Harvest, Infiltrator, Rattled",11.5,1.8
malaconda,Dark,Grass,115,100,60,40,130,55,"Harvest, Infiltrator, Drought",108.8,5.5
cawdet,Steel,Flying,35,72,85,40,55,88,"Keen Eye, Volt Absorb, Big Pecks",25,0.76
cawmodore,Steel,Flying,50,92,130,65,75,118,"Intimidate, Volt Absorb, Big Pecks",37,1.7
volkritter,Water,Fire,60,30,50,80,60,70,"Anticipation, Infiltrator, Unnerve",15,0.3
volkraken,Water,Fire,100,45,80,135,100,95,"Analytic, Infiltrator, Pressure",44.5,1.3
snugglow,Electric,Poison,40,37,79,91,68,70,"Storm Drain, Vital Spirit, Telepathy",6,1.2
plasmanta,Electric,Poison,60,57,119,131,98,100,"Storm Drain, Vital Spirit, Telepathy",460,7
floatoy,Water,,48,70,40,70,30,77,"Water Veil, Heatproof, Swift Swim",1.9,0.8
caimanoe,Water,Steel,73,85,65,80,40,87,"Water Veil, Heatproof, Light Metal",72.5,1.4
naviathan,Water,Steel,103,110,90,95,65,97,"Guts, Heatproof, Light Metal",510,3
crucibelle,Rock,Poison,106,105,65,75,85,104,"Regenerator, Mold Breaker, Liquid Ooze",23.6,1.3
crucibellemega,Rock,Poison,106,135,75,91,125,108,Magic Guard,22.5,1.4
pluffle,Fairy,,74,38,51,65,78,49,"Natural Cure, Aroma Veil, Friend Guard",1.8,0.8
kerfluffle,Fairy,Fighting,84,78,86,115,88,119,"Natural Cure, Aroma Veil, Friend Guard",24.2,2.1
pajantom,Dragon,Ghost,84,133,71,51,111,101,Comatose,3.1,1.1
mumbao,Grass,Fairy,55,30,64,87,73,66,"Trace, Overcoat, Solar Power",83,1
jumbao,Grass,Fairy,92,63,97,124,104,96,"Trace, Overcoat, Drought",200,2.4
fawnifer,Grass,,49,61,42,52,40,76,"Overgrow, Lightning Rod",6.9,0.7
electrelk,Grass,Electric,59,81,67,57,55,101,"Overgrow, Galvanize",41.5,1.4
caribolt,Grass,Electric,84,106,82,77,80,106,"Overgrow, Galvanize",140,2.5
smogecko,Fire,,48,66,43,58,48,56,"Blaze, Technician",8.5,0.5
smoguana,Fire,Ground,68,86,53,68,68,76,"Blaze, Technician",22.2,1.5
smokomodo,Fire,Ground,88,116,67,88,78,97,"Blaze, Technician",205,2.2
swirlpool,Water,,61,49,70,50,62,28,"Torrent, Poison Heal",7,0.5
coribalis,Water,Bug,76,69,90,65,77,43,"Torrent, Poison Heal",24.5,1.4
snaelstrom,Water,Bug,91,94,110,80,97,63,"Torrent, Poison Heal",120,2
justyke,Steel,Ground,72,70,56,83,68,30,"Levitate, Bulletproof, Justified",36.5,0.4
equilibra,Steel,Ground,102,50,96,133,118,60,"Levitate, Bulletproof, Justified",51.3,0.8
solotl,Fire,Dragon,68,48,34,72,24,84,"Regenerator, Vital Spirit, Magician",11.8,0.6
astrolotl,Fire,Dragon,108,108,74,92,64,114,"Regenerator, Vital Spirit, Magician",50,1.9
miasmite,Bug,Dragon,40,85,60,52,52,44,"Neutralizing Gas, Hyper Cutter, Compound Eyes",10.1,0.6
miasmaw,Bug,Dragon,85,135,60,88,105,99,"Neutralizing Gas, Hyper Cutter, Compound Eyes",57,1.2
chromera,Dark,Normal,85,85,115,115,100,100,Color Change,215,2.5
nohface,Ghost,,50,73,50,30,50,80,"Frisk, Limber, Unnerve",5.9,0.5
monohm,Electric,,53,40,58,67,55,55,"Shield Dust, Static, Damp",4.1,0.6
duohm,Electric,Dragon,88,40,103,77,60,60,"Shield Dust, Static, Damp",19.2,1.1
dorsoil,Ground,,103,72,52,61,52,65,"Oblivious, Guts, Unnerve",145,1.3
protowatt,Electric,Water,51,44,33,43,34,65,"Trace, Magic Guard, Minus",0.1,0.1
venomicon,Poison,Flying,85,50,113,118,90,64,"Stamina, Power of Alchemy",11.5,0.8
venomiconepilogue,Poison,Flying,85,102,85,62,85,101,Tinted Lens,12.4,0.8
saharascal,Ground,,50,80,65,45,90,70,"Water Absorb, Pickpocket, Sand Spit",48,1.2
saharaja,Ground,,70,112,105,65,123,78,"Water Absorb, Serene Grace, Sand Spit",303.9,2.3
ababo,Fairy,,42,35,27,35,35,38,"Pixilate, Rattled, Own Tempo",3.5,0.5
scattervein,Fairy,,75,74,87,62,89,63,"Pixilate, Intimidate, Own Tempo",25,1.5
hemogoblin,Fairy,Fire,90,96,87,96,89,55,"Pixilate, Intimidate, Own Tempo",85,1.4
cresceidon,Water,Fairy,80,32,111,88,99,124,"Multiscale, Rough Skin, Water Veil",999.9,10
chuggalong,Dragon,Poison,45,43,117,120,110,108,"Armor Tail, White Smoke, Slow Start",201.6,6.2
shox,Electric,Normal,136,73,81,90,98,56,"Electromorphosis, Sticky Hold",99.9,3
pokestarsmeargle,Normal,,55,20,35,20,45,75,"Own Tempo, Technician, Moody",61,1.5
pokestarufo,Flying,Electric,100,100,100,100,100,100,Levitate,61,1.5
pokestarufo2,Psychic,Electric,100,100,100,100,100,100,Levitate,61,1.5
pokestarbrycenman,Dark,Psychic,100,100,100,100,100,100,Levitate,61,1.5
pokestarmt,Steel,,100,100,100,100,100,100,Analytic,61,1.5
pokestarmt2,Steel,Electric,100,100,100,100,100,100,Flash Fire,61,1.5
pokestartransport,Steel,,100,100,100,100,100,100,Motor Drive,61,1.5
pokestargiant,Normal,,100,100,100,100,100,100,Huge Power,61,1.5
pokestarhumanoid,Normal,,100,100,100,100,100,100,Insomnia,61,1.5
pokestarmonster,Dark,,100,100,100,100,100,100,Pressure,61,1.5
pokestarf00,Steel,Normal,100,100,100,100,100,100,Volt Absorb,61,1.5
pokestarf002,Steel,Normal,100,100,100,100,100,100,Reckless,61,1.5
pokestarspirit,Dark,Ghost,100,100,100,100,100,100,Wonder Guard,61,1.5
pokestarblackdoor,Grass,,100,100,100,100,100,100,Early Bird,61,1.5
pokestarwhitedoor,Fire,,100,100,100,100,100,100,Blaze,61,1.5
pokestarblackbelt,Fighting,,100,100,100,100,100,100,Huge Power,61,1.5
pokestarufopropu2,Psychic,Electric,100,100,100,100,100,100,Levitate,61,1.5
