Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs,Formats
Lanturn,https://www.smogon.com/dex/sm/pokemon/lanturn/,Hydro Pump,Ice Beam,Thunderbolt,Volt Switch,Choice Scarf,Volt Absorb,Timid,0 Atk/,PU/Monotype/
Pichu,https://www.smogon.com/dex/sm/pokemon/pichu/,Fake Out,Volt Tackle,Volt Switch,Iron Tail/Encore,Life Orb,Lightning Rod,Hasty,36 HP/196 Atk/76 SpA/196 Spe/,LC/
Cleffa,https://www.smogon.com/dex/sm/pokemon/cleffa/,Counter,Endeavor,Thunder Wave,Encore,Focus Sash,Magic Guard,Hasty,3 Def/9 SpD/,LC/
Igglybuff,https://www.smogon.com/dex/sm/pokemon/igglybuff/,Wish,Protect,Hyper Voice,Psychic/Fire Blast,Eviolite,Competitive,Calm,0 Atk/,LC/
Togepi,https://www.smogon.com/dex/sm/pokemon/togepi/,Dazzling Gleam,Fire Blast,Soft-Boiled/Morning Sun,Heal Bell/Nasty Plot,Eviolite,Serene Grace,Bold,236 HP/156 Def/76 SpD/36 Spe/,LC/
Togetic,https://www.smogon.com/dex/sm/pokemon/togetic/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Natu,https://www.smogon.com/dex/sm/pokemon/natu/,Psychic,Roost,Heat Wave,Thunder Wave/U-turn,Eviolite,Magic Bounce,Bold,196 HP/156 Def/36 SpA/76 SpD/36 Spe/,LC/PU/
Xatu,https://www.smogon.com/dex/sm/pokemon/xatu/,Night Shade,Roost,U-turn,Protect/Toxic,Rocky Helmet,Magic Bounce,Impish,252 HP/196 Def/60 Spe/,NU/UU/RU/
Mareep,https://www.smogon.com/dex/sm/pokemon/mareep/,Reflect,Light Screen,Toxic/Heal Bell,Thunderbolt,Eviolite,Static,Bold,196 Def/76 SpA/236 SpD/,LC/
Pidgeot,https://www.smogon.com/dex/sm/pokemon/pidgeot/,Hurricane,Heat Wave,U-turn,Roost,Pidgeotite,Big Pecks,Timid,4 Def/252 SpA/252 Spe/,UU/PU/Monotype/1v1/
Flaaffy,https://www.smogon.com/dex/sm/pokemon/flaaffy/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Ampharos,https://www.smogon.com/dex/sm/pokemon/ampharos/,Volt Switch/Thunderbolt,Focus Blast,Hidden Power,Heal Bell,Leftovers,Static,Modest,184 HP/252 SpA/72 Spe/,PU/1v1/RU/
Bellossom,https://www.smogon.com/dex/sm/pokemon/bellossom/,Quiver Dance,Giga Drain,Strength Sap,Sleep Powder/Moonblast/Safeguard,Grassium Z,Chlorophyll,Timid,252 HP/4 Def/252 Spe/,ZU/PU/1v1/
Marill,https://www.smogon.com/dex/sm/pokemon/marill/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Azumarill,https://www.smogon.com/dex/sm/pokemon/azumarill/,Belly Drum,Aqua Jet,Play Rough,Knock Off,Normalium Z,Huge Power,Adamant,4 HP/252 Atk/252 Spe/,OU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/
Sudowoodo,https://www.smogon.com/dex/sm/pokemon/sudowoodo/,Head Smash,Earthquake,Sucker Punch,Wood Hammer,Choice Band,Rock Head,Adamant,252 Atk/4 Def/252 Spe/,PU/
Politoed,https://www.smogon.com/dex/sm/pokemon/politoed/,Encore/Protect,Scald,Toxic,Rest,Chesto Berry,Water Absorb,Calm,248 HP/252 SpD/8 Spe/,PU/Doubles/VGC17/
Hoppip,https://www.smogon.com/dex/sm/pokemon/hoppip/,Strength Sap,Toxic/Sleep Powder,Bullet Seed,Cotton Guard/U-turn,Eviolite,Infiltrator,Impish,156 HP/196 Def/156 SpD/,LC/
Skiploom,https://www.smogon.com/dex/sm/pokemon/skiploom/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Jumpluff,https://www.smogon.com/dex/sm/pokemon/jumpluff/,Swords Dance,Acrobatics,Strength Sap,Seed Bomb/Sleep Powder,No Item,Infiltrator,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/VGC19/1v1/
Rattata,https://www.smogon.com/dex/sm/pokemon/rattata/,Return/Double-Edge,Flame Wheel,Sucker Punch,Hidden Power/Zen Headbutt,Life Orb,Hustle,Jolly,232 Atk/76 Def/180 Spe/,LC/
Rattata-Alola,https://www.smogon.com/dex/sm/pokemon/rattata-alola/,Return/Double-Edge,Crunch/Sucker Punch,U-turn,Crunch/Quick Attack/Pursuit,Life Orb,Hustle,Jolly,228 Atk/76 Def/180 Spe/,LC/
Aipom,https://www.smogon.com/dex/sm/pokemon/aipom/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Sunkern,https://www.smogon.com/dex/sm/pokemon/sunkern/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Sunflora,https://www.smogon.com/dex/sm/pokemon/sunflora/,Solar Beam,Earth Power,Sludge Bomb,Giga Drain,Life Orb,Solar Power,Modest,92 HP/252 SpA/164 Spe/,PU/
Yanma,https://www.smogon.com/dex/sm/pokemon/yanma/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Wooper,https://www.smogon.com/dex/sm/pokemon/wooper/,Scald,Recover,Earthquake,Encore/Yawn,Eviolite,Water Absorb,Sassy,76 HP/236 Def/156 SpD/,LC/
Quagsire,https://www.smogon.com/dex/sm/pokemon/quagsire/,Scald,Earthquake,Recover,Curse/Toxic,Leftovers,Unaware,Relaxed,252 HP/252 Def/4 SpD/,OU/UU/Monotype/1v1/
Espeon,https://www.smogon.com/dex/sm/pokemon/espeon/,Psychic,Shadow Ball,Dazzling Gleam,Hidden Power/Trick,Choice Specs,Magic Bounce,Timid,4 Def/252 SpA/252 Spe/,RU/AG/Battle Spot Singles/
Umbreon,https://www.smogon.com/dex/sm/pokemon/umbreon/,Wish,Protect,Toxic/Heal Bell,Foul Play,Leftovers,Synchronize,Calm,252 HP/4 Def/252 SpD/,RU/UU/VGC19/1v1/
Murkrow,https://www.smogon.com/dex/sm/pokemon/murkrow/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Slowking,https://www.smogon.com/dex/sm/pokemon/slowking/,Scald,Psyshock,Calm Mind/Toxic,Slack Off,Psychium Z,Regenerator,Bold,248 HP/252 Def/8 SpD/,NU/RU/
Ivysaur,https://www.smogon.com/dex/sm/pokemon/ivysaur/,Growth,Sludge Bomb,Giga Drain/Solar Beam,Hidden Power,Eviolite,Chlorophyll,Modest,0 Atk/,ZU/
Raticate,https://www.smogon.com/dex/sm/pokemon/raticate/,Double-Edge,Crunch,Pursuit,U-turn/Sucker Punch,Choice Band,Hustle,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Raticate-Alola,https://www.smogon.com/dex/sm/pokemon/raticate-alola/,Swords Dance,Double-Edge,Knock Off,Sucker Punch,Darkinium Z,Hustle,Adamant,252 Atk/4 SpD/252 Spe/,PU/
Raticate-Alola-Totem,https://www.smogon.com/dex/sm/pokemon/raticate-alola-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Misdreavus,https://www.smogon.com/dex/sm/pokemon/misdreavus/,Hex/Foul Play,Will-O-Wisp,Taunt,Pain Split,Eviolite,Levitate,Timid,248 HP/8 Def/252 Spe/,ZU/
Unown,https://www.smogon.com/dex/sm/pokemon/unown/,Hidden Power/Hidden Power,No movesets available,No movesets available,No movesets available,Choice Specs,Levitate,Timid,252 SpA/4 SpD/252 Spe/,PU/
Wobbuffet,https://www.smogon.com/dex/sm/pokemon/wobbuffet/,Encore,Counter,Mirror Coat,Safeguard/Destiny Bond,Sitrus Berry,Shadow Tag,Calm,252 HP/4 Def/252 SpD/,Uber/PU/
Girafarig,https://www.smogon.com/dex/sm/pokemon/girafarig/,Return,Psychic Fangs,Earthquake,Trick,Choice Band,Sap Sipper,Jolly,252 Atk/4 Def/252 Spe/,PU/
Pineco,https://www.smogon.com/dex/sm/pokemon/pineco/,Stealth Rock,Spikes,Rapid Spin,Payback/Explosion,Berry Juice,Sturdy,Jolly,236 Atk/36 Def/236 Spe/,LC/
Forretress,https://www.smogon.com/dex/sm/pokemon/forretress/,Gyro Ball,Spikes,Volt Switch,Toxic/Rapid Spin,Leftovers,Sturdy,Relaxed,0 Spe/,RU/Monotype/
Dunsparce,https://www.smogon.com/dex/sm/pokemon/dunsparce/,Glare,Headbutt,Roost,Substitute/Rock Slide/Coil,Leftovers,Serene Grace,Adamant,252 HP/36 Atk/220 Spe/,PU/
Gligar,https://www.smogon.com/dex/sm/pokemon/gligar/,Earthquake,Roost,Stealth Rock/Defog,Knock Off/Toxic/U-turn,Eviolite,Immunity,Impish,252 HP/156 Def/100 SpD/,UU/
Steelix,https://www.smogon.com/dex/sm/pokemon/steelix/,Stealth Rock,Gyro Ball,Earthquake,Curse,Steelixite,Sturdy,Brave,0 Spe/,UU/NU/RU/Monotype/1v1/
Snubbull,https://www.smogon.com/dex/sm/pokemon/snubbull/,Play Rough,Fire Punch/Earthquake,Fire Punch/Thief,Thief/Bulk Up/Thunder Wave,Eviolite,Intimidate,Jolly,36 HP/116 Atk/36 Def/116 SpD/196 Spe/,LC/
Spearow,https://www.smogon.com/dex/sm/pokemon/spearow/,Double-Edge,Drill Peck,Drill Run,U-turn,Life Orb,Sniper,Jolly,0 HP/,LC/
Granbull,https://www.smogon.com/dex/sm/pokemon/granbull/,Play Rough,Earthquake,Thunder Wave/Toxic,Roar/Heal Bell,Leftovers,Intimidate,Impish,248 HP/8 Atk/252 Def/,ZU/PU/
Qwilfish,https://www.smogon.com/dex/sm/pokemon/qwilfish/,Swords Dance,Liquidation/Waterfall,Poison Jab,Explosion,Waterium Z,Swift Swim,Adamant,252 Atk/4 Def/252 Spe/,PU/
Scizor,https://www.smogon.com/dex/sm/pokemon/scizor/,Swords Dance,Bullet Punch,Roost,Superpower/Knock Off,Scizorite,Light Metal,Impish,248 HP/16 Def/244 SpD/,OU/UU/Uber/Monotype/Doubles/Battle Spot Singles/1v1/Draft/
Shuckle,https://www.smogon.com/dex/sm/pokemon/shuckle/,Sticky Web,Stealth Rock,Encore,Knock Off/Toxic/Infestation,Mental Herb,Sturdy,Careful,0 Atk/,ZU/PU/Monotype/Battle Spot Singles/
Heracross,https://www.smogon.com/dex/sm/pokemon/heracross/,Swords Dance,Close Combat,Rock Blast,Bullet Seed/Substitute/Pin Missile,Heracronite,Moxie,Jolly,252 Atk/4 SpD/252 Spe/,OU/UU/Monotype/Battle Spot Singles/1v1/
Sneasel,https://www.smogon.com/dex/sm/pokemon/sneasel/,Knock Off,Icicle Crash,Ice Shard,Pursuit,Choice Band,Inner Focus,Jolly,252 Atk/4 Def/252 Spe/,NU/RU/
Teddiursa,https://www.smogon.com/dex/sm/pokemon/teddiursa/,Facade,Crunch,Close Combat,Swords Dance/Protect,Toxic Orb,Quick Feet,Jolly,36 HP/196 Atk/36 Def/36 SpD/196 Spe/,LC/
Ursaring,https://www.smogon.com/dex/sm/pokemon/ursaring/,Swords Dance,Facade,Crunch,Close Combat,Flame Orb,Guts,Brave,0 Spe/,PU/
Slugma,https://www.smogon.com/dex/sm/pokemon/slugma/,Lava Plume,Earth Power/Clear Smog,Memento,Will-O-Wisp,Eviolite,Flame Body,Bold,36 HP/196 Def/116 SpA/116 SpD/36 Spe/,LC/
Magcargo,https://www.smogon.com/dex/sm/pokemon/magcargo/,Stealth Rock,Recover,Yawn/Toxic,Lava Plume,Leftovers,Flame Body,Calm,248 HP/8 Def/252 SpD/,PU/
Fearow,https://www.smogon.com/dex/sm/pokemon/fearow/,Frustration,Drill Peck,Drill Run,U-turn,Scope Lens,Sniper,Jolly,252 Atk/4 Def/252 Spe/,PU/
Swinub,https://www.smogon.com/dex/sm/pokemon/swinub/,Stealth Rock,Earthquake,Ice Shard,Endeavor,Focus Sash,Oblivious,Jolly,116 HP/196 Atk/196 Spe/,LC/
Piloswine,https://www.smogon.com/dex/sm/pokemon/piloswine/,Stealth Rock,Icicle Crash,Earthquake,Ice Shard,Eviolite,Thick Fat,Adamant,252 HP/252 Atk/4 Def/,NU/Monotype/
Corsola,https://www.smogon.com/dex/sm/pokemon/corsola/,Scald,Toxic,Stealth Rock,Recover,Rocky Helmet,Regenerator,Bold,252 HP/252 Def/4 SpD/,ZU/PU/
Remoraid,https://www.smogon.com/dex/sm/pokemon/remoraid/,Water Spout,Hydro Pump,Fire Blast,Bullet Seed,Choice Scarf,Hustle,Naive,236 SpA/236 Spe/,LC/
Octillery,https://www.smogon.com/dex/sm/pokemon/octillery/,Surf/Hydro Pump,Fire Blast,Ice Beam,Energy Ball,Life Orb,Sniper,Quiet,0 Spe/,PU/
Delibird,https://www.smogon.com/dex/sm/pokemon/delibird/,Spikes,Rapid Spin,Icy Wind,Destiny Bond,Focus Sash,Vital Spirit,Timid,252 SpA/4 SpD/252 Spe/,PU/
Mantine,https://www.smogon.com/dex/sm/pokemon/mantine/,Roost,Defog,Scald,Haze/Air Slash,Leftovers,Water Absorb,Calm,252 HP/120 SpD/136 Spe/,RU/OU/UU/Monotype/
Skarmory,https://www.smogon.com/dex/sm/pokemon/skarmory/,Roost,Spikes,Whirlwind,Toxic/Counter,Rocky Helmet,Sturdy,Bold,252 HP/252 Def/4 SpD/,OU/Uber/Monotype/Battle Spot Singles/1v1/
Houndour,https://www.smogon.com/dex/sm/pokemon/houndour/,Fire Blast,Dark Pulse,Pursuit,Snarl/Destiny Bond,Choice Scarf,Flash Fire,Naive,36 Def/196 SpA/36 SpD/236 Spe/,LC/
Houndoom,https://www.smogon.com/dex/sm/pokemon/houndoom/,Nasty Plot,Fire Blast,Dark Pulse,Sludge Bomb,Houndoominite,Flash Fire,Timid,252 SpA/4 SpD/252 Spe/,UU/RU/
Ekans,https://www.smogon.com/dex/sm/pokemon/ekans/,Coil,Gunk Shot,Earthquake,Sucker Punch,Berry Juice,Shed Skin,Careful,156 HP/84 Def/244 SpD/,LC/
Kingdra,https://www.smogon.com/dex/sm/pokemon/kingdra/,Hydro Pump,Surf,Draco Meteor,Ice Beam,Choice Specs,Swift Swim,Modest,4 HP/252 SpA/252 Spe/,OU/RU/Monotype/Doubles/Battle Spot Singles/VGC18/
Phanpy,https://www.smogon.com/dex/sm/pokemon/phanpy/,Stealth Rock,Earthquake,Knock Off,Ice Shard,Eviolite,Pickup,Careful,116 HP/116 Atk/116 Def/116 SpD/36 Spe/,LC/
Donphan,https://www.smogon.com/dex/sm/pokemon/donphan/,Rapid Spin,Earthquake,Knock Off,Ice Shard,Leftovers,Sturdy,Adamant,252 HP/252 Atk/4 Def/,RU/1v1/
Porygon2,https://www.smogon.com/dex/sm/pokemon/porygon2/,Recover,Ice Beam,Foul Play,Thunder Wave/Toxic,Eviolite,Trace,Bold,252 HP/252 Def/4 SpD/,RU/UU/Monotype/Doubles/Battle Spot Singles/VGC17/1v1/
Stantler,https://www.smogon.com/dex/sm/pokemon/stantler/,Double-Edge,Sucker Punch,Earthquake/Jump Kick,Energy Ball/Signal Beam,Life Orb,Intimidate,Hasty,252 Atk/4 SpA/252 Spe/,PU/
Smeargle,https://www.smogon.com/dex/sm/pokemon/smeargle/,Sticky Web,Nuzzle,Taunt,Toxic Thread/Whirlwind,Focus Sash,Own Tempo,Jolly,252 HP/4 Def/252 Spe/,Uber/PU/Monotype/VGC19/1v1/
Tyrogue,https://www.smogon.com/dex/sm/pokemon/tyrogue/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Hitmontop,https://www.smogon.com/dex/sm/pokemon/hitmontop/,Rapid Spin,Protect/Foresight,Low Kick/Close Combat,Toxic,Leftovers,Intimidate,Impish,252 HP/252 Def/4 SpD/,NU/
Smoochum,https://www.smogon.com/dex/sm/pokemon/smoochum/,Blizzard,Psychic,Hidden Power,Ice Beam/Substitute,Icium Z,Forewarn,Timid,240 SpA/240 Spe/,LC/
Elekid,https://www.smogon.com/dex/sm/pokemon/elekid/,Volt Switch,Thunderbolt,Psychic,Cross Chop/Hidden Power,Life Orb,Vital Spirit,Hasty,9 HP/,LC/
Arbok,https://www.smogon.com/dex/sm/pokemon/arbok/,Gunk Shot,Earthquake,Sucker Punch/Crunch,Switcheroo,Choice Band,Intimidate,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Magby,https://www.smogon.com/dex/sm/pokemon/magby/,Flare Blitz,Cross Chop,Mach Punch,Thunder Punch/Return,Life Orb,Vital Spirit,Jolly,0 HP/,LC/
Miltank,https://www.smogon.com/dex/sm/pokemon/miltank/,Stealth Rock,Seismic Toss,Milk Drink,Toxic,Leftovers,Thick Fat,Calm,252 HP/236 SpD/20 Spe/,NU/
Blissey,https://www.smogon.com/dex/sm/pokemon/blissey/,Seismic Toss,Toxic,Soft-Boiled,Stealth Rock/Heal Bell,Leftovers,Natural Cure,Bold,252 HP/252 Def/4 SpD/,UU/Uber/Battle Spot Singles/Mix and Mega/1v1/
Raikou,https://www.smogon.com/dex/sm/pokemon/raikou/,Calm Mind,Thunderbolt,Aura Sphere,Hidden Power,Fightinium Z,Pressure,Rash,4 Def/252 SpA/252 Spe/,RU/1v1/
Entei,https://www.smogon.com/dex/sm/pokemon/entei/,Sacred Fire,Extreme Speed,Stone Edge,Flare Blitz,Choice Band,Pressure,Adamant,252 Atk/4 Def/252 Spe/,UU/Battle Spot Singles/1v1/
Suicune,https://www.smogon.com/dex/sm/pokemon/suicune/,Calm Mind,Rest,Sleep Talk,Scald,Leftovers,Pressure,Bold,252 HP/160 Def/96 Spe/,UU/OU/Monotype/Doubles/Battle Spot Singles/Battle Spot Doubles/VGC18/1v1/
Larvitar,https://www.smogon.com/dex/sm/pokemon/larvitar/,Dragon Dance,Earthquake,Stone Edge/Rock Slide,Superpower,Eviolite,Guts,Jolly,244 Atk/36 Def/36 SpD/188 Spe/,LC/
Pupitar,https://www.smogon.com/dex/sm/pokemon/pupitar/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Tyranitar,https://www.smogon.com/dex/sm/pokemon/tyranitar/,Ice Punch/Stone Edge/Rock Slide,Pursuit,Crunch/Foul Play,Earthquake,Choice Scarf,Sand Stream,Jolly,8 HP/208 Atk/40 Def/252 Spe/,OU/AG/Uber/Monotype/Doubles/Battle Spot Singles/VGC18/BH/1v1/
Lugia,https://www.smogon.com/dex/sm/pokemon/lugia/,Roost,Toxic,Dragon Tail/Whirlwind,Ice Beam/Psychic,Leftovers,Multiscale,Bold,252 HP/160 Def/96 Spe/,Uber/
Pikachu,https://www.smogon.com/dex/sm/pokemon/pikachu/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Alola,https://www.smogon.com/dex/sm/pokemon/pikachu-alola/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Hoenn,https://www.smogon.com/dex/sm/pokemon/pikachu-hoenn/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Kalos,https://www.smogon.com/dex/sm/pokemon/pikachu-kalos/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Original,https://www.smogon.com/dex/sm/pokemon/pikachu-original/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Partner,https://www.smogon.com/dex/sm/pokemon/pikachu-partner/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Sinnoh,https://www.smogon.com/dex/sm/pokemon/pikachu-sinnoh/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pikachu-Starter,https://www.smogon.com/dex/sm/pokemon/pikachu-starter/,Thunderbolt,Zippy Zap,Splishy Splash,Calm Mind/Floaty Fall,No Item,Multiscale,Naive,,LGPE OU/
Pikachu-Unova,https://www.smogon.com/dex/sm/pokemon/pikachu-unova/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Ho-Oh,https://www.smogon.com/dex/sm/pokemon/ho-oh/,Sacred Fire,Brave Bird,Earthquake,Toxic,Choice Band,Regenerator,Adamant,4 HP/252 Atk/252 Spe/,Uber/AG/VGC19/
Celebi,https://www.smogon.com/dex/sm/pokemon/celebi/,Nasty Plot,Psychic,Leaf Storm/Giga Drain,Recover/Dazzling Gleam,Grassium Z,Natural Cure,Timid,4 Def/252 SpA/252 Spe/,UU/Monotype/1v1/
Treecko,https://www.smogon.com/dex/sm/pokemon/treecko/,Swords Dance,Bullet Seed,Drain Punch,Rock Slide/Acrobatics,Berry Juice,Unburden,Adamant,116 HP/156 Atk/156 Def/36 Spe/,LC/
Grovyle,https://www.smogon.com/dex/sm/pokemon/grovyle/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Sceptile,https://www.smogon.com/dex/sm/pokemon/sceptile/,Leaf Storm,Giga Drain,Earthquake/Focus Blast,Hidden Power,Life Orb,Overgrow,Timid,4 Def/252 SpA/252 Spe/,NU/UU/1v1/RU/
Torchic,https://www.smogon.com/dex/sm/pokemon/torchic/,Protect,Fire Blast,Hidden Power,Overheat/Substitute,Firium Z,Speed Boost,Modest,0 HP/,LC/
Combusken,https://www.smogon.com/dex/sm/pokemon/combusken/,Swords Dance,Flare Blitz,Sky Uppercut,Protect,Fightinium Z,Speed Boost,Jolly,252 Atk/4 SpD/252 Spe/,ZU/PU/NFE/
Blaziken,https://www.smogon.com/dex/sm/pokemon/blaziken/,Swords Dance,Flare Blitz,Low Kick,Knock Off/Stone Edge,Blazikenite,Speed Boost,Jolly,252 Atk/4 Def/252 Spe/,Uber/Battle Spot Singles/VGC18/1v1/
Mudkip,https://www.smogon.com/dex/sm/pokemon/mudkip/,Waterfall,Ice Beam,Superpower,Return/Double-Edge,Eviolite,Torrent,Impish,196 Atk/116 Def/196 SpD/,LC/
Marshtomp,https://www.smogon.com/dex/sm/pokemon/marshtomp/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Raichu,https://www.smogon.com/dex/sm/pokemon/raichu/,Nasty Plot,Thunderbolt,Focus Blast,Hidden Power,Life Orb,Lightning Rod,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/VGC18/
Raichu-Alola,https://www.smogon.com/dex/sm/pokemon/raichu-alola/,Nasty Plot,Thunderbolt,Psychic/Psyshock,Substitute/Focus Blast,Aloraichium Z,Surge Surfer,Timid,4 Def/252 SpA/252 Spe/,PU/Monotype/VGC17/LGPE OU/
Swampert,https://www.smogon.com/dex/sm/pokemon/swampert/,Waterfall,Earthquake,Toxic/Ice Punch,Superpower/Substitute/Stealth Rock,Swampertite,Swift Swim,Jolly,252 Atk/4 Def/252 Spe/,OU/UU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/
Poochyena,https://www.smogon.com/dex/sm/pokemon/poochyena/,Howl,Crunch,Play Rough,Fire Fang,Normalium Z,Rattled,Jolly,236 Atk/36 SpD/236 Spe/,LC/
Mightyena,https://www.smogon.com/dex/sm/pokemon/mightyena/,Crunch,Sucker Punch,Play Rough,Iron Tail,Life Orb,Moxie,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Zigzagoon,https://www.smogon.com/dex/sm/pokemon/zigzagoon/,Belly Drum,Extreme Speed,Thief,Protect/Seed Bomb,Berry Juice,Pickup,Adamant,132 HP/196 Atk/108 Def/28 SpD/36 Spe/,LC/
Linoone,https://www.smogon.com/dex/sm/pokemon/linoone/,Belly Drum,Extreme Speed,Stomping Tantrum,Seed Bomb,Figy Berry,Gluttony,Adamant,148 HP/248 Atk/8 Def/88 SpD/16 Spe/,UU/
Wurmple,https://www.smogon.com/dex/sm/pokemon/wurmple/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Silcoon,https://www.smogon.com/dex/sm/pokemon/silcoon/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Beautifly,https://www.smogon.com/dex/sm/pokemon/beautifly/,Quiver Dance,Bug Buzz,Hidden Power,Roost,Life Orb,Swarm,Timid,252 SpA/4 SpD/252 Spe/,PU/
Cascoon,https://www.smogon.com/dex/sm/pokemon/cascoon/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Dustox,https://www.smogon.com/dex/sm/pokemon/dustox/,Quiver Dance,Iron Defense,Bug Buzz,Roost,Black Sludge,Shield Dust,Bold,0 Atk/,PU/
Sandshrew,https://www.smogon.com/dex/sm/pokemon/sandshrew/,Rapid Spin,Stealth Rock,Earthquake,Knock Off,Eviolite,Sand Rush,Adamant,36 HP/156 Atk/76 Def/36 SpD/196 Spe/,LC/
Sandshrew-Alola,https://www.smogon.com/dex/sm/pokemon/sandshrew-alola/,Icicle Spear,Iron Head,Knock Off/Rapid Spin,Earthquake,Choice Scarf,Slush Rush,Jolly,236 Atk/76 SpD/196 Spe/,LC/
Lotad,https://www.smogon.com/dex/sm/pokemon/lotad/,Surf,Giga Drain,Ice Beam,Rain Dance,Life Orb,Swift Swim,Modest,19 HP/,LC/
Lombre,https://www.smogon.com/dex/sm/pokemon/lombre/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Ludicolo,https://www.smogon.com/dex/sm/pokemon/ludicolo/,Rain Dance,Hydro Pump,Energy Ball/Giga Drain,Ice Beam,Life Orb,Swift Swim,Timid,29 HP/,PU/Doubles/VGC18/
Seedot,https://www.smogon.com/dex/sm/pokemon/seedot/,Growth,Solar Beam,Hidden Power,Explosion,Life Orb,Chlorophyll,Rash,19 HP/,LC/
